,Unnamed: 0,iterations,voters,mean,mean_bucket,std,std_bucket,simple_majority_optimal,minority_decisiveness_optimal,non_tyrannic_minority_decisiveness_optimal,majority_tyranny_optimal,minority_tyranny_optimal,expert_tyranny_optimal,minority_colluding,optimal_correct,majority_correct,expert_correct,compromise_minority_correct,compromose_strongmajority_correct,optimal_agrees_majority,compromise_minority_agrees_majority,compromise_minority_agrees_optimal,compromose_strongmajority_agrees_majority,compromose_strongmajority_agrees_optimal,optimal_correct_minus_majority_correct,d_majority_correct_d_voters
636,636,1000,41,0.95,,0.11,,0.0,1.0,1.0,,0.0,0.0,0.34600000000000003,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
717,717,1000,51,0.95,,0.11,,0.0,1.0,1.0,,0.0,0.0,0.29600000000000004,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
71,71,1000,3,0.95,,0.12,,0.732,0.268,0.0,0.268,0.268,0.268,1.0,0.967,0.96,0.951,0.967,0.967,0.981,0.981,1.0,0.981,1.0,0.007000000000000117,0.0
152,152,1000,5,0.95,,0.12,,0.211,0.789,0.785,0.133,0.004,0.004,0.904,0.988,0.983,0.965,0.987,0.988,0.991,0.994,0.997,0.991,1.0,0.0050000000000000044,0.02300000000000002
233,233,1000,7,0.95,,0.12,,0.032,0.968,0.968,0.028,0.0,0.0,0.853,0.994,0.994,0.969,0.996,0.994,0.99,0.998,0.992,0.99,1.0,0.0,0.01100000000000001
314,314,1000,9,0.95,,0.12,,0.003,0.997,0.997,0.002,0.0,0.0,0.807,1.0,0.998,0.988,0.998,1.0,0.998,1.0,0.998,0.998,1.0,0.0020000000000000018,0.0040000000000000036
395,395,1000,11,0.95,,0.12,,0.0,1.0,1.0,0.0,0.0,0.0,0.7859999999999999,0.998,0.999,0.975,0.999,0.998,0.999,1.0,0.999,0.999,1.0,-0.001000000000000112,0.0010000000000000009
476,476,1000,21,0.95,,0.12,,0.0,1.0,1.0,0.0,0.0,0.0,0.584,1.0,1.0,0.991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0010000000000000009
556,556,1000,31,0.95,,0.12,,0.0,1.0,1.0,,0.0,0.0,0.446,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
637,637,1000,41,0.95,,0.12,,0.0,1.0,1.0,,0.0,0.0,0.336,1.0,1.0,0.996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
718,718,1000,51,0.95,,0.12,,0.0,1.0,1.0,,0.0,0.0,0.282,1.0,1.0,0.997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
72,72,1000,3,1.0,,0.02,,0.974,0.026,0.0,0.026,0.026,0.026,1.0,0.998,0.998,0.992,0.998,0.998,1.0,1.0,1.0,1.0,1.0,0.0,0.0
153,153,1000,5,1.0,,0.02,,0.7609999999999999,0.239,0.239,0.018000000000000002,0.0,0.0,0.992,1.0,1.0,0.997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0020000000000000018
234,234,1000,7,1.0,,0.02,,0.389,0.611,0.611,0.0,0.0,0.0,0.981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
315,315,1000,9,1.0,,0.02,,0.138,0.862,0.862,0.0,0.0,0.0,0.979,1.0,1.0,0.994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
396,396,1000,11,1.0,,0.02,,0.016,0.984,0.984,0.0,0.0,0.0,0.965,1.0,1.0,0.996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
477,477,1000,21,1.0,,0.02,,0.0,1.0,1.0,0.0,0.0,0.0,0.941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
557,557,1000,31,1.0,,0.02,,0.0,1.0,1.0,,0.0,0.0,0.924,1.0,1.0,0.999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
638,638,1000,41,1.0,,0.02,,0.0,1.0,1.0,,0.0,0.0,0.889,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
719,719,1000,51,1.0,,0.02,,0.0,1.0,1.0,,0.0,0.0,0.833,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
73,73,1000,3,1.0,,0.03,,0.96,0.04,0.0,0.04,0.04,0.04,1.0,1.0,1.0,0.992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
154,154,1000,5,1.0,,0.03,,0.652,0.348,0.348,0.019,0.0,0.0,0.984,1.0,1.0,0.993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
235,235,1000,7,1.0,,0.03,,0.27,0.73,0.73,0.001,0.0,0.0,0.971,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
316,316,1000,9,1.0,,0.03,,0.056,0.944,0.944,0.0,0.0,0.0,0.973,1.0,1.0,0.997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
397,397,1000,11,1.0,,0.03,,0.011,0.989,0.989,0.0,0.0,0.0,0.959,1.0,1.0,0.999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
478,478,1000,21,1.0,,0.03,,0.0,1.0,1.0,0.0,0.0,0.0,0.928,1.0,1.0,0.999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
558,558,1000,31,1.0,,0.03,,0.0,1.0,1.0,,0.0,0.0,0.877,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
639,639,1000,41,1.0,,0.03,,0.0,1.0,1.0,,0.0,0.0,0.815,1.0,1.0,0.999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
720,720,1000,51,1.0,,0.03,,0.0,1.0,1.0,,0.0,0.0,0.769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
74,74,1000,3,1.0,,0.04,,0.942,0.058,0.0,0.058,0.058,0.058,1.0,0.999,0.999,0.985,0.999,0.999,1.0,1.0,1.0,1.0,1.0,0.0,0.0
155,155,1000,5,1.0,,0.04,,0.591,0.409,0.409,0.023,0.0,0.0,0.984,0.996,0.996,0.991,0.996,0.996,1.0,1.0,1.0,1.0,1.0,0.0,-0.0030000000000000027
236,236,1000,7,1.0,,0.04,,0.206,0.794,0.794,0.001,0.0,0.0,0.961,1.0,1.0,0.991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0040000000000000036
317,317,1000,9,1.0,,0.04,,0.039,0.961,0.961,0.0,0.0,0.0,0.945,1.0,1.0,0.994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
398,398,1000,11,1.0,,0.04,,0.006,0.994,0.994,0.0,0.0,0.0,0.94,1.0,1.0,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
479,479,1000,21,1.0,,0.04,,0.0,1.0,1.0,0.0,0.0,0.0,0.87,1.0,1.0,0.999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
559,559,1000,31,1.0,,0.04,,0.0,1.0,1.0,,0.0,0.0,0.8270000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
640,640,1000,41,1.0,,0.04,,0.0,1.0,1.0,,0.0,0.0,0.764,1.0,1.0,0.999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
721,721,1000,51,1.0,,0.04,,0.0,1.0,1.0,,0.0,0.0,0.687,1.0,1.0,0.999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
75,75,1000,3,1.0,,0.06,,0.904,0.096,0.0,0.096,0.096,0.096,1.0,0.997,0.996,0.983,0.997,0.997,0.999,0.999,1.0,0.999,1.0,0.0010000000000000009,0.0
156,156,1000,5,1.0,,0.06,,0.5,0.5,0.5,0.037000000000000005,0.0,0.0,0.958,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0040000000000000036
237,237,1000,7,1.0,,0.06,,0.131,0.8690000000000001,0.8690000000000001,0.004,0.0,0.0,0.946,1.0,1.0,0.991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
318,318,1000,9,1.0,,0.06,,0.021,0.979,0.979,0.0,0.0,0.0,0.91,1.0,1.0,0.988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
399,399,1000,11,1.0,,0.06,,0.002,0.998,0.998,0.0,0.0,0.0,0.909,1.0,1.0,0.993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
480,480,1000,21,1.0,,0.06,,0.0,1.0,1.0,0.0,0.0,0.0,0.8140000000000001,1.0,1.0,0.996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
560,560,1000,31,1.0,,0.06,,0.0,1.0,1.0,,0.0,0.0,0.728,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
641,641,1000,41,1.0,,0.06,,0.0,1.0,1.0,,0.0,0.0,0.703,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
722,722,1000,51,1.0,,0.06,,0.0,1.0,1.0,,0.0,0.0,0.644,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
76,76,1000,3,1.0,,0.07,,0.877,0.123,0.0,0.123,0.123,0.123,1.0,0.994,0.993,0.979,0.994,0.994,0.999,0.999,1.0,0.999,1.0,0.001000000000000112,0.0
157,157,1000,5,1.0,,0.07,,0.439,0.561,0.56,0.056,0.001,0.001,0.953,0.997,0.997,0.982,0.997,0.997,1.0,1.0,1.0,1.0,1.0,0.0,0.0040000000000000036
238,238,1000,7,1.0,,0.07,,0.103,0.897,0.897,0.004,0.0,0.0,0.94,1.0,0.999,0.988,0.999,1.0,0.999,1.0,0.999,0.999,1.0,0.00099999999999989,0.0020000000000000018
319,319,1000,9,1.0,,0.07,,0.013,0.987,0.987,0.001,0.0,0.0,0.913,0.999,1.0,0.991,1.0,0.999,0.999,1.0,0.999,0.999,1.0,-0.00099999999999989,0.0010000000000000009
400,400,1000,11,1.0,,0.07,,0.0,1.0,1.0,0.0,0.0,0.0,0.894,1.0,1.0,0.988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
481,481,1000,21,1.0,,0.07,,0.0,1.0,1.0,0.0,0.0,0.0,0.81,1.0,1.0,0.991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
561,561,1000,31,1.0,,0.07,,0.0,1.0,1.0,,0.0,0.0,0.716,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
642,642,1000,41,1.0,,0.07,,0.0,1.0,1.0,,0.0,0.0,0.643,1.0,1.0,0.997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
723,723,1000,51,1.0,,0.07,,0.0,1.0,1.0,,0.0,0.0,0.5660000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
77,77,1000,3,1.0,,0.08,,0.845,0.155,0.0,0.155,0.155,0.155,1.0,0.988,0.987,0.978,0.988,0.988,0.999,0.999,1.0,0.999,1.0,0.0010000000000000009,0.0
158,158,1000,5,1.0,,0.08,,0.391,0.609,0.608,0.055,0.001,0.001,0.958,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.013000000000000012
239,239,1000,7,1.0,,0.08,,0.076,0.924,0.924,0.002,0.0,0.0,0.931,1.0,1.0,0.982,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
320,320,1000,9,1.0,,0.08,,0.008,0.992,0.992,0.002,0.0,0.0,0.898,1.0,1.0,0.991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
401,401,1000,11,1.0,,0.08,,0.0,1.0,1.0,0.0,0.0,0.0,0.871,1.0,1.0,0.987,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
482,482,1000,21,1.0,,0.08,,0.0,1.0,1.0,0.0,0.0,0.0,0.759,1.0,1.0,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
562,562,1000,31,1.0,,0.08,,0.0,1.0,1.0,,0.0,0.0,0.6559999999999999,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
643,643,1000,41,1.0,,0.08,,0.0,1.0,1.0,,0.0,0.0,0.615,1.0,1.0,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
724,724,1000,51,1.0,,0.08,,0.0,1.0,1.0,,0.0,0.0,0.516,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
78,78,1000,3,1.0,,0.1,,0.8059999999999999,0.194,0.0,0.194,0.194,0.194,1.0,0.991,0.989,0.975,0.991,0.991,0.994,0.994,1.0,0.994,1.0,0.0019999999999998908,0.0
159,159,1000,5,1.0,,0.1,,0.313,0.687,0.6859999999999999,0.086,0.001,0.001,0.934,0.996,0.993,0.976,0.996,0.996,0.997,0.997,1.0,0.997,1.0,0.003000000000000003,0.0040000000000000036
240,240,1000,7,1.0,,0.1,,0.056,0.944,0.944,0.016,0.0,0.0,0.911,0.999,0.998,0.986,0.999,0.999,0.999,0.999,1.0,0.999,1.0,0.001000000000000112,0.0050000000000000044
321,321,1000,9,1.0,,0.1,,0.006,0.994,0.994,0.0,0.0,0.0,0.8759999999999999,1.0,1.0,0.983,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0020000000000000018
402,402,1000,11,1.0,,0.1,,0.001,0.999,0.999,0.0,0.0,0.0,0.84,1.0,1.0,0.987,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
483,483,1000,21,1.0,,0.1,,0.0,1.0,1.0,0.0,0.0,0.0,0.718,1.0,1.0,0.994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
563,563,1000,31,1.0,,0.1,,0.0,1.0,1.0,,0.0,0.0,0.613,1.0,1.0,0.994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
644,644,1000,41,1.0,,0.1,,0.0,1.0,1.0,,0.0,0.0,0.504,1.0,1.0,0.997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
725,725,1000,51,1.0,,0.1,,0.0,1.0,1.0,,0.0,0.0,0.463,1.0,1.0,0.997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
79,79,1000,3,1.0,,0.11,,0.772,0.228,0.0,0.228,0.228,0.228,1.0,0.983,0.982,0.973,0.983,0.983,0.999,0.999,1.0,0.999,1.0,0.0010000000000000009,0.0
160,160,1000,5,1.0,,0.11,,0.263,0.737,0.73,0.106,0.006999999999999999,0.006999999999999999,0.93,0.995,0.996,0.981,0.995,0.995,0.999,0.999,1.0,0.999,1.0,-0.0010000000000000009,0.014000000000000012
241,241,1000,7,1.0,,0.11,,0.032,0.968,0.968,0.01,0.0,0.0,0.885,0.999,0.999,0.986,1.0,0.999,0.998,0.999,0.999,0.998,1.0,0.0,0.0030000000000000027
322,322,1000,9,1.0,,0.11,,0.006,0.994,0.994,0.001,0.0,0.0,0.871,1.0,1.0,0.987,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0010000000000000009
403,403,1000,11,1.0,,0.11,,0.0,1.0,1.0,0.0,0.0,0.0,0.841,1.0,1.0,0.984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
484,484,1000,21,1.0,,0.11,,0.0,1.0,1.0,0.0,0.0,0.0,0.6970000000000001,1.0,1.0,0.996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
564,564,1000,31,1.0,,0.11,,0.0,1.0,1.0,,0.0,0.0,0.588,1.0,1.0,0.997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
645,645,1000,41,1.0,,0.11,,0.0,1.0,1.0,,0.0,0.0,0.485,1.0,1.0,0.997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
726,726,1000,51,1.0,,0.11,,0.0,1.0,1.0,,0.0,0.0,0.403,1.0,1.0,0.999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
80,80,1000,3,1.0,,0.12,,0.765,0.235,0.0,0.235,0.235,0.235,1.0,0.974,0.973,0.968,0.974,0.974,0.987,0.987,1.0,0.987,1.0,0.001000000000000112,0.0
161,161,1000,5,1.0,,0.12,,0.245,0.755,0.7490000000000001,0.119,0.006,0.006,0.922,0.997,0.997,0.982,0.997,0.997,0.998,0.998,1.0,0.998,1.0,0.0,0.02400000000000002
242,242,1000,7,1.0,,0.12,,0.032,0.968,0.968,0.024,0.0,0.0,0.893,0.999,0.999,0.98,0.999,0.999,1.0,1.0,1.0,1.0,1.0,0.0,0.0020000000000000018
323,323,1000,9,1.0,,0.12,,0.003,0.997,0.997,0.0,0.0,0.0,0.856,0.999,0.999,0.992,0.999,0.999,1.0,1.0,1.0,1.0,1.0,0.0,0.0
404,404,1000,11,1.0,,0.12,,0.0,1.0,1.0,0.001,0.0,0.0,0.799,1.0,1.0,0.983,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0010000000000000009
485,485,1000,21,1.0,,0.12,,0.0,1.0,1.0,0.0,0.0,0.0,0.675,1.0,1.0,0.994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
565,565,1000,31,1.0,,0.12,,0.0,1.0,1.0,,0.0,0.0,0.5670000000000001,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
646,646,1000,41,1.0,,0.12,,0.0,1.0,1.0,,0.0,0.0,0.457,1.0,1.0,0.994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
727,727,1000,51,1.0,,0.12,,0.0,1.0,1.0,,0.0,0.0,0.378,1.0,1.0,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
